# File Format = ASCII
# Save As: C:\Omicron\data\sample\2009 05 26 ALD6\Pictures\11cycle_hist.asc
# Original file: c:\omicron\data\sample\2009 05 26 ald6\next day\11cy\m2_ori.tb0.hist
# Curve plot created by SPIP V.3.3.9.0
# 14:34
# points   = 500
# X-Axis: Height [nm]; Y-Axis: Freq.
# length = 0.926281
# offset = -0.350247
# Start of Data:
# x-phys	 y-val
#------------------------------
-0.350247	3.05176e-005	
-0.348391	       0	
-0.346535	       0	
-0.344678	       0	
-0.342822	       0	
-0.340966	       0	
-0.33911	1.52588e-005	
-0.337253	       0	
-0.335397	       0	
-0.333541	       0	
-0.331685	3.05176e-005	
-0.329828	       0	
-0.327972	1.52588e-005	
-0.326116	1.52588e-005	
-0.324259	1.52588e-005	
-0.322403	1.52588e-005	
-0.320547	3.05176e-005	
-0.318691	7.62939e-005	
-0.316834	       0	
-0.314978	3.05176e-005	
-0.313122	3.05176e-005	
-0.311265	3.05176e-005	
-0.309409	1.52588e-005	
-0.307553	1.52588e-005	
-0.305697	1.52588e-005	
-0.30384	4.57764e-005	
-0.301984	3.05176e-005	
-0.300128	3.05176e-005	
-0.298272	       0	
-0.296415	9.15527e-005	
-0.294559	3.05176e-005	
-0.292703	4.57764e-005	
-0.290846	3.05176e-005	
-0.28899	1.52588e-005	
-0.287134	9.15527e-005	
-0.285278	7.62939e-005	
-0.283421	4.57764e-005	
-0.281565	1.52588e-005	
-0.279709	7.62939e-005	
-0.277853	9.15527e-005	
-0.275996	0.000106812	
-0.27414	0.000106812	
-0.272284	0.000244141	
-0.270427	0.000106812	
-0.268571	0.000213623	
-0.266715	0.000198364	
-0.264859	0.00012207	
-0.263002	0.000137329	
-0.261146	0.000167847	
-0.25929	0.000244141	
-0.257434	0.000274658	
-0.255577	0.000213623	
-0.253721	0.000259399	
-0.251865	0.000167847	
-0.250008	0.000198364	
-0.248152	0.000228882	
-0.246296	0.000289917	
-0.24444	0.000350952	
-0.242583	0.000228882	
-0.240727	0.000289917	
-0.238871	0.000396729	
-0.237015	0.00038147	
-0.235158	0.000457764	
-0.233302	0.000411987	
-0.231446	0.000335693	
-0.229589	0.000366211	
-0.227733	0.000320435	
-0.225877	0.000442505	
-0.224021	0.000320435	
-0.222164	0.000457764	
-0.220308	0.00038147	
-0.218452	0.000427246	
-0.216595	0.000457764	
-0.214739	0.000686646	
-0.212883	0.000762939	
-0.211027	0.000656128	
-0.20917	0.000610352	
-0.207314	0.000808716	
